"data","UR"
2007-08-31,80.4583333333333
2007-09-01,71.75
2007-09-02,82.1666666666667
2007-09-03,82.5416666666667
2007-09-04,70.3333333333333
2007-09-05,67.875
2007-09-06,64.8333333333333
2007-09-07,65.3333333333333
2007-09-08,72.75
2007-09-09,80.5833333333333
2007-09-10,78.4166666666667
2007-09-11,76.75
2007-09-12,75.6666666666667
2007-09-13,75.0833333333333
2007-09-14,60.2083333333333
2007-09-15,54.375
2007-09-16,68.25
2007-09-17,86.7916666666667
2007-09-18,81.4166666666667
2007-09-19,68.5
2007-09-20,55.5833333333333
2007-09-21,82.375
2007-09-22,69.7916666666667
2007-09-23,57.625
2007-09-24,83.1666666666667
2007-09-25,82.5833333333333
2007-09-26,82.5833333333333
2007-09-27,75.0416666666667
2007-09-28,73.9583333333333
2007-09-29,87.0833333333333
2007-09-30,86.75
2007-10-01,74.7916666666667
2007-10-02,75.4166666666667
2007-10-03,78.8333333333333
2007-10-04,80.4583333333333
2007-10-05,77.7916666666667
2007-10-06,69.1666666666667
2007-10-07,70.1666666666667
2007-10-08,78.8333333333333
2007-10-09,75.7916666666667
2007-10-10,63.5416666666667
2007-10-11,70
2007-10-12,56.75
2007-10-13,63.6666666666667
2007-10-14,91.8333333333333
2007-10-15,92.0833333333333
2007-10-16,74.375
2007-10-17,87.4166666666667
2007-10-18,86.3333333333333
2007-10-19,93.75
2007-10-20,66.375
2007-10-21,63.2083333333333
2007-10-22,86.4166666666667
2007-10-23,92.9166666666667
2007-10-24,96.4166666666667
