"EPUs.MP10","m","pblh.m.","ustar.m.s.","VelocVento","DirVento","Insolacao","Irradiacao","Precipitacao","PressaoMED","TempMED","TempMAX","UR"
0,7,490.75,0.33864,6.625,"SSE",0,4.74878594338428,0.5,932.927848839985,14.1125,16.1,92.375
0,7,963.54,0.40719,8.58333333333333,"SSE",3.2,7.79459371149676,0.4,937.077969271895,11.5416666666667,15.6,86.0833333333333
0,7,1058.2,0.41967,8.83333333333333,"ESE",4.5,9.75524542800317,1.1,937.869651915504,12.5083333333333,16.2,85.25
0,7,1246.9,0.37773,7.08333333333333,"ESE",6,10.9197612791819,0.1,937.265823178779,12.8583333333333,18.3,81.9166666666667
0,7,875.47,0.24599,5.45833333333333,"E",7.1,13.7546284901068,0,935.483569050006,13.2541666666667,20.5,83.5
0,7,570.19,0.10676,6.75,"NE",6.2,13.1073496767837,0,934.04200768921,15.3291666666667,22.4,82.2916666666667
0,7,786.19,0.15462,4.625,"ESE",8.5,14.2757102690477,0,933.136858818584,15.1875,22.9,80.9583333333333
0,7,766.91,0.23693,4.95833333333333,"E",9.6,15.2274942162076,0,932.371021397703,14.3625,22.4,76.7083333333333
0,7,820.74,0.12096,6.41666666666667,"ENE",8.1,14.5081646614206,0,930.468004229808,15.2958333333333,22.6,79.1666666666667
0,7,1295.7,0.2665,5.33333333333333,"NNW",9.1,15.6799330581625,0,928.519781731428,16.075,24.1,75.125
0,7,1187.2,0.533,9.54166666666667,"NNW",9.9,15.8341966171564,0,924.853220046014,19.5916666666667,25.6,57.5
0,7,1603.5,0.59418,11.7083333333333,"WNW",6.8,13.1483173927262,0,923.940500129169,19.825,24.8,65.5416666666667
0,7,940.83,0.12727,3.25,"SSW",0.6,7.69002429722493,0,927.042234114716,14.8541666666667,18,79.7083333333333
0,7,771.61,0.29506,3.95833333333333,"SSE",0.5,6.67365155823306,0,930.362729457985,12.8208333333333,15.1,83.25
0,7,805.15,0.33197,5.75,"ESE",0.9,7.04259270962468,0,931.900567930048,13.2791666666667,15.4,88.2916666666667
0,7,626.53,0.14517,7.20833333333333,"ENE",4.4,12.3045504943306,1.1,930.798368897204,15.9916666666667,22.8,83.2916666666667
0,7,1002.7,0.33704,2,"NE",4.4,10.7051182929469,0,929.04426246513,17.8166666666667,24.7,84.75
0,7,982.14,0.16923,1.79166666666667,"C",4.1,10.8585766791076,0.2,928.498570508138,19.0375,26.8,81.6666666666667
0,7,872.99,0.1341,3.45833333333333,"SSE",1.9,8.30499936223359,4.8,929.138085465455,17.2666666666667,21.6,88.1666666666667
0,7,944.01,0.3203,5.375,"WNW",3.5,8.82339412472575,8.3,929.638557300958,16,19.8,81.4166666666667
0,7,927.82,0.13776,2.5,"C",9.6,16.3776820447273,0,932.054018267517,12.5,19,76.1666666666667
1,7,608.28,0.23501,2.33333333333333,"SE",0.2,5.02264207163332,0.2,932.118826744656,13.5041666666667,16.2,89.125
1,7,639.89,0.078057,1.20833333333333,"C",7.3,14.200465975028,0,931.172447072777,17.0875,25.8,77.875
1,7,1069.4,0.076312,1.04166666666667,"ESE",7.1,13.6972233486181,0,931.553647814232,18.4,26.6,77.7916666666667
1,7,1207.8,0.13067,1.54166666666667,"C",9.4,15.1781248244347,0,930.928036310111,17.2541666666667,25.4,68.8333333333333
1,7,1127,0.22124,1.54166666666667,"C",9.9,17.1765865335132,0,930.095696574732,17.5791666666667,27,70.9583333333333
1,8,1200.6,0.17986,3.58333333333333,"C",9.7,16.0860337038392,0,930.787928302543,18.4208333333333,27,69.625
1,8,1043.9,0.1463,3.70833333333333,"ENE",10,16.3939932874402,0,930.616365239175,17.725,26.6,66.4166666666667
1,8,1115.8,0.16033,3.54166666666667,"ESE",9.4,15.4488087878385,0,930.87807395475,17.4583333333333,26.4,65.5416666666667
1,8,1050.3,0.17114,4.125,"E",10.1,17.1596109700447,0,931.455337184097,17.4,27.1,66.5416666666667
1,8,1040.3,0.17599,4.375,"E",10.2,16.9525880890437,0,931.422753956636,18.0375,27.6,66.2083333333333
